epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,6230.17,0.71659,0.81215,0.99717,0.73565,0.7636,0.76315,0.67063,0.5497,0.52909,0.89206,0.00703,0.00703,0.00703
32,6431.6,0.71293,0.80469,0.99758,0.73091,0.75856,0.77436,0.68131,0.5412,0.52752,0.88791,0.006931,0.006931,0.006931
33,6633.34,0.7089,0.79697,0.99418,0.77027,0.74825,0.76885,0.67185,0.53665,0.51708,0.89051,0.006832,0.006832,0.006832
34,6835.39,0.70956,0.78985,0.99506,0.69847,0.77489,0.77718,0.68764,0.53264,0.50741,0.88423,0.006733,0.006733,0.006733
35,7037.53,0.7045,0.78458,0.99082,0.77791,0.7363,0.77032,0.67444,0.53641,0.51086,0.88591,0.006634,0.006634,0.006634
36,7240.48,0.70664,0.77995,0.99096,0.7989,0.72235,0.77991,0.68478,0.53386,0.50293,0.88585,0.006535,0.006535,0.006535
37,7442.45,0.69849,0.76923,0.98593,0.76595,0.77693,0.78898,0.69504,0.53333,0.49983,0.88458,0.006436,0.006436,0.006436
38,7643.07,0.69275,0.76204,0.98733,0.74385,0.78888,0.79928,0.70451,0.52702,0.48341,0.88197,0.006337,0.006337,0.006337
39,7844.17,0.68714,0.74905,0.98251,0.7668,0.77751,0.8016,0.70917,0.52282,0.47723,0.88087,0.006238,0.006238,0.006238
40,8044.21,0.68882,0.74481,0.98183,0.78449,0.73493,0.7947,0.70058,0.52537,0.47546,0.88001,0.006139,0.006139,0.006139
41,8243.59,0.68677,0.74207,0.98237,0.77936,0.75384,0.79492,0.70344,0.51998,0.47541,0.87648,0.00604,0.00604,0.00604
42,8444.01,0.68453,0.73594,0.97864,0.83123,0.73369,0.80047,0.70834,0.52092,0.47025,0.87906,0.005941,0.005941,0.005941
43,8645.02,0.68144,0.73137,0.98044,0.81388,0.73583,0.80571,0.71087,0.51818,0.4669,0.87688,0.005842,0.005842,0.005842
44,8845.66,0.67819,0.71792,0.97671,0.81923,0.74258,0.80904,0.71459,0.51744,0.46727,0.87668,0.005743,0.005743,0.005743
45,9045.88,0.67569,0.72262,0.97625,0.81447,0.74471,0.8064,0.71612,0.51404,0.46209,0.87437,0.005644,0.005644,0.005644
46,9244.98,0.67179,0.71242,0.97492,0.84866,0.72384,0.80294,0.71355,0.51088,0.46207,0.87121,0.005545,0.005545,0.005545
47,9444.35,0.66983,0.70532,0.97186,0.78839,0.76386,0.80592,0.71813,0.51156,0.46013,0.87248,0.005446,0.005446,0.005446
48,9643.42,0.66345,0.69361,0.97213,0.79032,0.76316,0.80736,0.72109,0.50733,0.45547,0.87009,0.005347,0.005347,0.005347
49,9842.28,0.6616,0.69274,0.96952,0.78178,0.77129,0.80526,0.71776,0.50785,0.44717,0.87077,0.005248,0.005248,0.005248
50,10041.7,0.65746,0.68072,0.96822,0.78561,0.77171,0.81202,0.72166,0.50667,0.44737,0.87163,0.005149,0.005149,0.005149
51,10243,0.66067,0.69148,0.9695,0.86116,0.73877,0.82281,0.73259,0.50459,0.44597,0.87059,0.00505,0.00505,0.00505
52,10444.8,0.65492,0.67657,0.96815,0.8624,0.75469,0.82864,0.73869,0.50243,0.44015,0.86956,0.004951,0.004951,0.004951
53,10645.7,0.65499,0.67433,0.96698,0.88705,0.73756,0.83808,0.74566,0.49995,0.43668,0.8682,0.004852,0.004852,0.004852
54,10847.9,0.65279,0.66313,0.9636,0.86735,0.74573,0.83821,0.74438,0.49851,0.43388,0.86786,0.004753,0.004753,0.004753
55,11049.7,0.64961,0.66224,0.9623,0.87629,0.73823,0.84009,0.74549,0.49908,0.4339,0.86828,0.004654,0.004654,0.004654
56,11249.8,0.65064,0.66059,0.96114,0.80149,0.77587,0.83204,0.74032,0.49816,0.43508,0.86706,0.004555,0.004555,0.004555
57,11450.1,0.64844,0.65503,0.95952,0.77841,0.77404,0.84287,0.75047,0.49613,0.4307,0.86571,0.004456,0.004456,0.004456
58,11650.5,0.63754,0.64804,0.95907,0.77447,0.78331,0.84138,0.74849,0.49377,0.42701,0.86481,0.004357,0.004357,0.004357
59,11850.3,0.63944,0.64741,0.95932,0.80885,0.78879,0.84125,0.75023,0.49313,0.425,0.86439,0.004258,0.004258,0.004258
60,12050.6,0.63886,0.63953,0.95757,0.81003,0.7942,0.84206,0.75126,0.49215,0.42296,0.8636,0.004159,0.004159,0.004159
61,12250.9,0.63488,0.63553,0.95569,0.77118,0.80906,0.84948,0.75851,0.49059,0.42219,0.86331,0.00406,0.00406,0.00406
62,12450.8,0.63136,0.62876,0.95356,0.79927,0.79876,0.84576,0.75492,0.49052,0.42006,0.86274,0.003961,0.003961,0.003961
63,12650.6,0.63075,0.62391,0.95419,0.79673,0.79892,0.85964,0.76698,0.49003,0.4186,0.8622,0.003862,0.003862,0.003862
64,12849.8,0.62776,0.61718,0.95262,0.79397,0.79764,0.85526,0.76444,0.49018,0.41771,0.86236,0.003763,0.003763,0.003763
65,13049.8,0.62425,0.61976,0.95065,0.79388,0.8126,0.86049,0.76838,0.48966,0.4156,0.86204,0.003664,0.003664,0.003664
66,13250.1,0.62077,0.61113,0.95172,0.79764,0.82188,0.86057,0.76893,0.48822,0.41373,0.86139,0.003565,0.003565,0.003565
67,13451,0.61919,0.60879,0.95024,0.80256,0.82104,0.86238,0.77002,0.48742,0.41215,0.86118,0.003466,0.003466,0.003466
68,13652.6,0.61833,0.60322,0.9485,0.79968,0.81132,0.85899,0.76685,0.48652,0.40975,0.8605,0.003367,0.003367,0.003367
69,13853.1,0.61359,0.59983,0.94849,0.79623,0.81578,0.86086,0.76895,0.48552,0.40755,0.85998,0.003268,0.003268,0.003268
70,14053.2,0.6114,0.60146,0.94856,0.80117,0.81591,0.86581,0.77359,0.48452,0.40512,0.85924,0.003169,0.003169,0.003169
71,14254.4,0.61274,0.58838,0.94819,0.80436,0.81814,0.86643,0.77499,0.48355,0.40446,0.85907,0.00307,0.00307,0.00307
72,14454.6,0.61144,0.59023,0.94667,0.80847,0.81355,0.8642,0.7733,0.48238,0.40306,0.85848,0.002971,0.002971,0.002971
73,14655.5,0.6084,0.58302,0.94379,0.80971,0.81558,0.86343,0.7728,0.48136,0.40098,0.85778,0.002872,0.002872,0.002872
74,14857.9,0.60444,0.58013,0.94374,0.80968,0.81598,0.86337,0.77389,0.4801,0.3992,0.85691,0.002773,0.002773,0.002773
75,15058.2,0.59749,0.57524,0.94138,0.81041,0.81187,0.87049,0.77986,0.47966,0.39913,0.85648,0.002674,0.002674,0.002674
76,15258,0.59733,0.56723,0.94122,0.8139,0.81055,0.87098,0.77939,0.47889,0.39738,0.85621,0.002575,0.002575,0.002575
77,15460,0.59562,0.56367,0.94031,0.81324,0.81082,0.8711,0.78028,0.47805,0.39608,0.85569,0.002476,0.002476,0.002476
78,15662.1,0.59393,0.55944,0.93875,0.81259,0.81194,0.87135,0.78087,0.47702,0.39527,0.85517,0.002377,0.002377,0.002377
79,15862.8,0.59353,0.56263,0.93977,0.80685,0.81524,0.87404,0.78254,0.47612,0.39452,0.85464,0.002278,0.002278,0.002278
80,16064.2,0.59088,0.56118,0.93721,0.81694,0.81325,0.87691,0.78493,0.47533,0.39344,0.85413,0.002179,0.002179,0.002179
81,16264.4,0.58324,0.54588,0.93455,0.81482,0.81432,0.87705,0.78669,0.47502,0.39229,0.85392,0.00208,0.00208,0.00208
82,16465.2,0.58121,0.54594,0.93595,0.81547,0.81433,0.87743,0.78743,0.4744,0.39116,0.8535,0.001981,0.001981,0.001981
83,16665.2,0.57956,0.53854,0.93059,0.82217,0.81082,0.87792,0.78788,0.47362,0.38936,0.85308,0.001882,0.001882,0.001882
84,16865.6,0.57869,0.54344,0.93457,0.83019,0.8052,0.87895,0.78967,0.4735,0.38762,0.85326,0.001783,0.001783,0.001783
85,17066.4,0.57328,0.53128,0.93012,0.82737,0.82178,0.88435,0.79393,0.47293,0.38731,0.8529,0.001684,0.001684,0.001684
86,17266.2,0.57292,0.53017,0.93011,0.82836,0.82302,0.88469,0.79398,0.47259,0.38662,0.85263,0.001585,0.001585,0.001585
87,17465,0.57008,0.52224,0.93059,0.83084,0.82461,0.88524,0.7942,0.47215,0.38564,0.85249,0.001486,0.001486,0.001486
88,17664,0.56818,0.51978,0.92893,0.83333,0.82555,0.88546,0.79489,0.47145,0.38503,0.85226,0.001387,0.001387,0.001387
89,17864.9,0.5645,0.51286,0.9268,0.83409,0.82551,0.88679,0.79561,0.4709,0.38451,0.85199,0.001288,0.001288,0.001288
90,18064.4,0.56376,0.50667,0.92861,0.83383,0.82597,0.88705,0.79628,0.47056,0.3836,0.85196,0.001189,0.001189,0.001189
91,18262.6,0.52095,0.43017,0.89362,0.83399,0.82544,0.88756,0.79689,0.4701,0.38225,0.85175,0.00109,0.00109,0.00109
92,18459.5,0.51307,0.4171,0.89087,0.83553,0.82584,0.88875,0.7966,0.46956,0.38142,0.85149,0.000991,0.000991,0.000991
93,18655.8,0.50943,0.40877,0.88732,0.8354,0.82587,0.88982,0.79776,0.46887,0.38063,0.85118,0.000892,0.000892,0.000892
94,18851.9,0.50538,0.4034,0.88522,0.8347,0.82629,0.89019,0.79835,0.46847,0.38008,0.85095,0.000793,0.000793,0.000793
95,19049.5,0.50054,0.39848,0.88503,0.84855,0.81451,0.89079,0.79796,0.46779,0.37894,0.85067,0.000694,0.000694,0.000694
96,19246.7,0.49923,0.39244,0.88505,0.83599,0.8258,0.89129,0.79966,0.46725,0.37813,0.85042,0.000595,0.000595,0.000595
97,19443.5,0.49299,0.39287,0.88165,0.76203,0.90584,0.89184,0.80066,0.46669,0.37705,0.85013,0.000496,0.000496,0.000496
98,19640,0.49164,0.38608,0.88444,0.76368,0.90412,0.89223,0.80285,0.46618,0.37629,0.84978,0.000397,0.000397,0.000397
99,19835.3,0.48644,0.38563,0.88088,0.76537,0.90112,0.89265,0.80311,0.46535,0.37514,0.84933,0.000298,0.000298,0.000298
100,20032,0.485,0.3772,0.88033,0.76641,0.89431,0.89406,0.80389,0.46476,0.3746,0.8492,0.000199,0.000199,0.000199
